id	nr_urz	miasto	woj	powiat	gmina	rodzaj_urzedu	urzad	kod	adres	nazwa_bel_1	nazwa_bel_2	odes³anie_do_starostwa	skrot	nazwa_1	nazwa_2	nazwa_ca³a	konto_oplat_geodezyjnych	jaka nazwa
2516	100	Waganiec	kujawsko-pomorskie	aleksandrowski	Waganiec	10	Urz¹d Gminy	87-731	ul. Dworcowa 11	Urz¹d Gminy	w Wagañcu	105	UMWagañcu	Urz¹d Gminy w Wagañcu		Urz¹d Gminy w Wagañcu		
305	101	Ciechocinek	kujawsko-pomorskie	aleksandrowski	Ciechocinek	8	Urz¹d Miasta	87-720	ul. Kopernika 19	Urz¹d Miejski	w Ciechocinku	105	UMCiechocinku	Urz¹d Miejski w Ciechocinku		Urz¹d Miejski w Ciechocinku		
2709	102	Zakrzewo	kujawsko-pomorskie	aleksandrowski	Zakrzewo	10	Urz¹d Gminy	87-707	ul. Leœna 1	Urz¹d Gminy	Zakrzewo	105	UMZakrzewo	Urz¹d Gminy Zakrzewo		Urz¹d Gminy Zakrzewo		
8	103	Aleksandrów Kujawski	kujawsko-pomorskie	aleksandrowski	Aleksandrów Kujawski	10	Urz¹d Gminy	87-700	ul. S³owackiego 12	Urz¹d Gminy	w Aleksandrowie Kujawskim	105	UMAleksandrowie Kujawskim	Urz¹d Gminy w Aleksandrowie Kujawskim		Urz¹d Gminy w Aleksandrowie Kujawskim		
9	104	Aleksandrów Kujawski	kujawsko-pomorskie	aleksandrowski	Aleksandrów Kujawski	8	Urz¹d Miasta	87-700	ul. S³owackiego 8	Urz¹d Miejski	w Aleksandrowie Kujawskim	105	UMAleksandrowie Kujawskim	Urz¹d Miejski w Aleksandrowie Kujawskim		Urz¹d Miejski w Aleksandrowie Kujawskim		
7	105	Aleksandrów Kujawski	kujawsko-pomorskie	aleksandrowski	Aleksandrów Kujawski	4	Starostwo Powiatowe	87-700	ul. S³owackiego 8			0	SPAleksandrowie Kujawskim	Starostwo Powiatowe w Aleksandrowie	Kujawskim	Starostwo Powiatowe w Aleksandrowie Kujawskim	a77953700002001001804380001	
1884	106	Raci¹¿ek	kujawsko-pomorskie	aleksandrowski	Raci¹¿ek	10	Urz¹d Gminy	87-721	ul. Wysoka 4	Urz¹d Gminy	Raci¹¿ek	105	UMRaci¹¿ek	Urz¹d Gminy Raci¹¿ek		Urz¹d Gminy Raci¹¿ek		
47	107	B¹dkowo	kujawsko-pomorskie	aleksandrowski	B¹dkowo	10	Urz¹d Gminy	87-704	ul. W³oc³awska 82	Urz¹d Gminy	w B¹dkowie	105	UMB¹dkowie	Urz¹d Gminy w B¹dkowie		Urz¹d Gminy w B¹dkowie		
16	108	Augustów	podlaskie	augustowski	Augustów	4	Starostwo Powiatowe	16-300	ul. 3 Maja 37			0	SPAugustowie	Starostwo Powiatowe w Augustowie		Starostwo Powiatowe w Augustowie	a90124052111111001043410223	
18	109	Augustów	podlaskie	augustowski	Augustów	8	Urz¹d Miasta	16-300	ul. 3 Maja 60	Urz¹d Miejski	w Augustowie	108	UMAugustowie	Urz¹d Miejski w Augustowie		Urz¹d Miejski w Augustowie		
39	110	Barg³ów Koœcielny	podlaskie	augustowski	Barg³ów Koœcielny	10	Urz¹d Gminy	16-320	ul. Augustowska 47	Urz¹d Gminy	Barg³ów Koœcielny	108	UMBarg³ów Koœcielny	Urz¹d Gminy Barg³ów Koœcielny		Urz¹d Gminy Barg³ów Koœcielny		
2336	111	Sztabin	podlaskie	augustowski	Sztabin	10	Urz¹d Gminy	16-310	ul. Augustowska 53	Urz¹d Gminy	Sztabin	108	UMSztabin	Urz¹d Gminy Sztabin		Urz¹d Gminy Sztabin		
1156	112	Lipsk	podlaskie	augustowski	Lipsk	9	Urz¹d Miasta i Gminy	16-315	ul. Rynek 23	Urz¹d Miejski	w Lipsku	108	UMLipsku	Urz¹d Miejski w Lipsku		Urz¹d Miejski w Lipsku		
17	113	Augustów	podlaskie	augustowski	Augustów	10	Urz¹d Gminy	16-300	ul. Wojska Polskiego 51	Urz¹d Gminy	Augustów	108	UMAugustów	Urz¹d Gminy Augustów		Urz¹d Gminy Augustów		
1514	114	Nowinka	podlaskie	augustowski	Nowinka	10	Urz¹d Gminy	16-304	Nowinka 33	Urz¹d Gminy	Nowinka	108	UMNowinka	Urz¹d Gminy Nowinka		Urz¹d Gminy Nowinka		
1743	115	P³aska	podlaskie	augustowski	P³aska	10	Urz¹d Gminy	16-326	P³aska	Urz¹d Gminy	P³aska	108	UMP³aska	Urz¹d Gminy P³aska		Urz¹d Gminy P³aska		
613	116	Górowo I³aweckie	warmiñsko-mazurskie	bartoszycki	Górowo I³aweckie	8	Urz¹d Miasta	11-220	Pl. Ratuszowy 18	Urz¹d Miasta	Górowo I³aweckie	120	UMGórowo I³aweckie	Urz¹d Miasta Górowo I³aweckie		Urz¹d Miasta Górowo I³aweckie		
42	117	Bartoszyce	warmiñsko-mazurskie	bartoszycki	Bartoszyce	10	Urz¹d Gminy	11-200	Pl. Zwyciêstwa 2	Urz¹d Gminy	Bartoszyce	120	UMBartoszyce	Urz¹d Gminy Bartoszyce		Urz¹d Gminy Bartoszyce		
2057	118	Sêpopol	warmiñsko-mazurskie	bartoszycki	Sêpopol	9	Urz¹d Miasta i Gminy	11-210	ul. 22 Lipca 7	Urz¹d Miejski	w Sêpopolu	120	UMSêpolu	Urz¹d Miejski w Sêpopolu		Urz¹d Miejski w Sêpopolu		
43	119	Bartoszyce	warmiñsko-mazurskie	bartoszycki	Bartoszyce	8	Urz¹d Miasta	11-200	ul. Boh. Monte Cassino 1	Urz¹d Miasta	Bartoszyce	120	UMBartoszyce	Urz¹d Miasta Bartoszyce		Urz¹d Miasta Bartoszyce		
41	120	Bartoszyce	warmiñsko-mazurskie	bartoszycki	Bartoszyce	4	Starostwo Powiatowe	11-200	ul. Grota Roweckiego 1			0	SPBartoszycach	Starostwo Powiatowe w Bartoszycach		Starostwo Powiatowe w Bartoszycach	a44203000451110000002091700	
612	121	Górowo I³aweckie	warmiñsko-mazurskie	bartoszycki	Górowo I³aweckie	10	Urz¹d Gminy	11-220	ul. Koœciuszki 11	Urz¹d Gminy	w Górowie I³aweckim	120	UMGórowie I³aweckim	Urz¹d Gminy w Górowie I³aweckim		Urz¹d Gminy w Górowie I³aweckim		
113	122	Bisztynek	warmiñsko-mazurskie	bartoszycki	Bisztynek	9	Urz¹d Miasta i Gminy	11-230	ul. Koœcielana 39	Urz¹d Miejski	w Bisztynku	120	UMBisztynku	Urz¹d Miejski w Bisztynku		Urz¹d Miejski w Bisztynku		
452	123	Dru¿bice	³ódzkie	be³chatowski	Dru¿bice	10	Urz¹d Gminy	97-403	Dru¿bice 77a	Urz¹d Gminy	Dru¿bice	128	UMDru¿bice	Urz¹d Gminy Dru¿bice		Urz¹d Gminy Dru¿bice		
883	124	Kluki	³ódzkie	be³chatowski	Kluki	10	Urz¹d Gminy	97-415	Kluki 88	Urz¹d Gminy	Kluki	128	UMKluki	Urz¹d Gminy Kluki		Urz¹d Gminy Kluki		
876	125	Kleszczów	³ódzkie	be³chatowski	Kleszczów	10	Urz¹d Gminy	97-410	ul. G³ówna 47	Urz¹d Gminy	w Kleszczowie	128	UMKleszczowie	Urz¹d Gminy w Kleszczowie		Urz¹d Gminy w Kleszczowie		
53	126	Be³chatów	³ódzkie	be³chatowski	Be³chatów	8	Urz¹d Miasta	97-400	ul. Koœciuszki 1	Urz¹d Miasta	Be³chatowa	128	UMBe³chatowa	Urz¹d Miasta Be³chatowa		Urz¹d Miasta Be³chatowa		
52	127	Be³chatów	³ódzkie	be³chatowski	Be³chatów	10	Urz¹d Gminy	97-400	ul. Koœciuszki 13	Urz¹d Gminy	Be³chatów	128	UMBe³chatów	Urz¹d Gminy Be³chatów		Urz¹d Gminy Be³chatów		
51	128	Be³chatów	³ódzkie	be³chatowski	Be³chatów	4	Starostwo Powiatowe	97-400	ul. Pabianicka 17/19			0	SPBe³chatowie	Starostwo Powiatowe w Be³chatowie		Starostwo Powiatowe w Be³chatowie	a91896500082001000552730002	
2317	129	Szczerców	³ódzkie	be³chatowski	Szczerców	10	Urz¹d Gminy	97-420	ul. Pu³askiego 8	Urz¹d Gminy	w Szczercowie	128	UMSzczercowie	Urz¹d Gminy w Szczercowie		Urz¹d Gminy w Szczercowie		
1987	130	Rusiec	³ódzkie	be³chatowski	Rusiec	10	Urz¹d Gminy	97-438	ul. Wieluñska 35	Urz¹d Gminy	w Ruœcu	128	UMRuœcu	Urz¹d Gminy w Ruœcu		Urz¹d Gminy w Ruœcu		
2756	131	Zelów	³ódzkie	be³chatowski	Zelów	9	Urz¹d Miasta i Gminy	97-425	ul. ¯eromskiego 23	Urz¹d Miejski	w Zelowie	128	UMZelowie	Urz¹d Miejski w Zelowie		Urz¹d Miejski w Zelowie		
2126	132	S³awków	œl¹skie	bêdziñski	S³awków	8	Urz¹d Miasta	41-260	ul. Rynek 1	Urz¹d Miasta	S³awkowa	137	UMS³awkowa	Urz¹d Miasta S³awkowa		Urz¹d Miasta S³awkowa		
60	133	Bêdzin	œl¹skie	bêdziñski	Bêdzin	8	Urz¹d Miasta	42-500	ul. 11-go Listopada 20	Urz¹d Miejski	w Bêdzinie	137	UMBêdzinie	Urz¹d Miejski w Bêdzinie		Urz¹d Miejski w Bêdzinie		
126	134	Bobrowniki	œl¹skie	bêdziñski	Bobrowniki	10	Urz¹d Gminy	42-583	ul. Gminna 8	Urz¹d Gminy	Bobrowniki	137	UMBobrowniki	Urz¹d Gminy Bobrowniki		Urz¹d Gminy Bobrowniki		
340	135	CzeladŸ	œl¹skie	bêdziñski	CzeladŸ	8	Urz¹d Miasta	41-250	ul. Katowicka 45	Urz¹d Miasta	CzeladŸ	137	UMCzeladŸ	Urz¹d Miasta CzeladŸ		Urz¹d Miasta CzeladŸ		
1855	136	Psary	œl¹skie	bêdziñski	Psary	10	Urz¹d Gminy	42-512	ul. Malinowicka 4	Urz¹d Gminy	w Psarach	137	UMPsarach	Urz¹d Gminy w Psarach		Urz¹d Gminy w Psarach		
59	137	Bêdzin	œl¹skie	bêdziñski	Bêdzin	4	Starostwo Powiatowe	42-500	ul. Krasickiego 17			0	SPBêdzinie	Starostwo Powiatowe w Bêdzinie		Starostwo Powiatowe w Bêdzinie	a38843800010020065620000110	
1359	138	Mierzêcice	œl¹skie	bêdziñski	Mierzêcice	10	Urz¹d Gminy	42-460	ul. Wolnoœci 95	Urz¹d Gminy	w Mierzêcicach	137	UMMierzêcicach	Urz¹d Gminy w Mierzêcicach		Urz¹d Gminy w Mierzêcicach		
2093	139	Siewierz	œl¹skie	bêdziñski	Siewierz	9	Urz¹d Miasta i Gminy	42-470	ul. ¯wirki i Wigury 16	Urz¹d Miasta i Gminy	Siewierz	137	UMSiewierz	Urz¹d Miasta i Gminy Siewierz		Urz¹d Miasta i Gminy Siewierz		
2647	140	Wojkowice	œl¹skie	bêdziñski	Wojkowice	8	Urz¹d Miasta	42-580	ul. Jana III Sobieskiego 290a	Urz¹d Miasta	Wojkowice	137	UMWojkowice	Urz¹d Miasta Wojkowice		Urz¹d Miasta Wojkowice		
1262	141	£omazy	lubelskie	bialski	£omazy	10	Urz¹d Gminy	21-532	Pl. Jagielloñski 27	Urz¹d Gminy	£omazy	145	UM£omazy	Urz¹d Gminy £omazy		Urz¹d Gminy £omazy		
913	142	Kodeñ	lubelskie	bialski	Kodeñ	10	Urz¹d Gminy	21-509	ul. 1-go Maja 20	Urz¹d Gminy	Kodeñ	145	UMKodeñ	Urz¹d Gminy Kodeñ		Urz¹d Gminy Kodeñ		
1117	143	Leœna Podlaska	lubelskie	bialski	Leœna Podlaska	10	Urz¹d Gminy	21-542	ul. Bialska 30	Urz¹d Gminy	Leœna Podlaska	145	UMLeœna Podlaska	Urz¹d Gminy Leœna Podlaska		Urz¹d Gminy Leœna Podlaska		
730	144	Janów Podlaski	lubelskie	bialski	Janów Podlaski	10	Urz¹d Gminy	21-505	ul. Bialska 6a	Urz¹d Gminy	Janów Podlaski	145	UMJanów Podlaski	Urz¹d Gminy Janów Podlaski		Urz¹d Gminy Janów Podlaski		
65	145	Bia³a Podlaska	lubelskie	bialski	Bia³a Podlaska	4	Starostwo Powiatowe	21-500	ul. Brzeska 41			0	SPBia³a Podlaska	Starostwo Powiatowe Bia³a Podlaska		Starostwo Powiatowe Bia³a Podlaska	a05150013311213300136640000	
953	146	Konstantynów	lubelskie	bialski	Konstantynów	10	Urz¹d Gminy	21-543	ul. Kard. St. Wyszyñskiego 2	Urz¹d Gminy	Konstantynów	145	UMKonstantynów	Urz¹d Gminy Konstantynów		Urz¹d Gminy Konstantynów		
1967	147	Rossosz	lubelskie	bialski	Rossosz	10	Urz¹d Gminy	21-533	ul. Lubelska 8	Urz¹d Gminy	Rossosz	145	UMRossosz	Urz¹d Gminy Rossosz		Urz¹d Gminy Rossosz		
1368	148	Miêdzyrzec Podlaski	lubelskie	bialski	Miêdzyrzec Podlaski	8	Urz¹d Miasta	21-560	ul. Pocztowa 8	Urz¹d Miasta	Miêdzyrzec Podlaski	145	UMMiêdzyrzec Podlaski	Urz¹d Miasta Miêdzyrzec Podlaski		Urz¹d Miasta Miêdzyrzec Podlaski		
66	149	Bia³a Podlaska	lubelskie	bialski	Bia³a Podlaska	10	Urz¹d Gminy	21-500	ul. Prosta 31	Urz¹d Gminy	w Bia³ej Podlaskiej	145	UMBia³ej Podlaskiej	Urz¹d Gminy w Bia³ej Podlaskiej		Urz¹d Gminy w Bia³ej Podlaskiej		
1963	150	Rokitno	lubelskie	bialski	Rokitno	10	Urz¹d Gminy	21-504	ul. Rokitno 39a	Urz¹d Gminy	Rokitno 	145	UMRokitno	Urz¹d Gminy Rokitno 		Urz¹d Gminy Rokitno 		
2125	151	S³awatycze	lubelskie	bialski	S³awatycze	10	Urz¹d Gminy	21-515	ul. Rynek 14	Urz¹d Gminy	S³awatycze	145	UMS³awatycze	Urz¹d Gminy S³awatycze		Urz¹d Gminy S³awatycze		
2180	152	Sosnówka	lubelskie	bialski	Sosnówka	10	Urz¹d Gminy	21-518	Sosnówka 55	Urz¹d Gminy	w Sosnówce	145	UMSosnówce	Urz¹d Gminy w Sosnówce		Urz¹d Gminy w Sosnówce		
448	153	Drelów	lubelskie	bialski	Drelów	10	Urz¹d Gminy	21-570	ul. Szkolna 12	Urz¹d Gminy	Drelów	145	UMDrelów	Urz¹d Gminy Drelów		Urz¹d Gminy Drelów		
2468	154	Tuczna	lubelskie	bialski	Tuczna	10	Urz¹d Gminy	21-523	Tuczna 191a	Urz¹d Gminy	Tuczna	145	UMTuczna	Urz¹d Gminy Tuczna		Urz¹d Gminy Tuczna		
1367	155	Miêdzyrzec Podlaski	lubelskie	bialski	Miêdzyrzec Podlaski	10	Urz¹d Gminy	21-560	ul. Warszawska 20	Urz¹d Gminy	Miêdzyrzec Podlaski	145	UMMiêdzyrzec Podlaski	Urz¹d Gminy Miêdzyrzec Podlaski		Urz¹d Gminy Miêdzyrzec Podlaski		
2712	156	Zalesie	lubelskie	bialski	Zalesie	10	Urz¹d Gminy	21-512	ul. Warszawska 34	Urz¹d Gminy	Zalesie	145	UMZalesie	Urz¹d Gminy Zalesie		Urz¹d Gminy Zalesie		
1736	157	Piszczac	lubelskie	bialski	Piszczac	10	Urz¹d Gminy	21-530	ul. W³odawska 8	Urz¹d Gminy	Piszczac	145	UMPiszczac	Urz¹d Gminy Piszczac		Urz¹d Gminy Piszczac		
2420	158	Terespol	lubelskie	bialski	Terespol	8	Urz¹d Miasta	21-550	ul. Czerwonego Krzy¿a 26	Urz¹d Miasta	Terespol	145	UMTerespol	Urz¹d Miasta Terespol		Urz¹d Miasta Terespol		
2419	159	Kobylany	lubelskie	bialski	Terespol	10	Urz¹d Gminy	21-540	Pl. Kaczorowskiego 1	Urz¹d Gminy	Terespol	145	UMTerespol	Urz¹d Gminy Terespol		Urz¹d Gminy Terespol		
2612	160	Wisznice	lubelskie	bialski	Wisznice	10	Urz¹d Gminy	21-580	ul. Rynek 35	Urz¹d Gminy	Wisznice	145	UMWisznice	Urz¹d Gminy Wisznice		Urz¹d Gminy Wisznice		
2193	161	Stara B³otnica	mazowieckie	bia³obrzeski	Stara B³otnica	10	Urz¹d Gminy	26-806	Stara B³otnica 46	Urz¹d Gminy	Stara B³otnica	163	UMStara B³otnica	Urz¹d Gminy Stara B³otnica		Urz¹d Gminy Stara B³otnica		
1911	162	Radzanów	mazowieckie	bia³obrzeski	Radzanów	10	Urz¹d Gminy	26-807	Radzanów 92a	Urz¹d Gminy	w Radzanowie	163	UMRadzanowie	Urz¹d Gminy w Radzanowie		Urz¹d Gminy w Radzanowie		
71	163	Bia³obrzegi	mazowieckie	bia³obrzeski	Bia³obrzegi	4	Starostwo Powiatowe	26-800	ul. ¯eromskiego 84			0	SPBia³obrzegach	Starostwo Powiatowe w Bia³obrzegach		Starostwo Powiatowe w Bia³obrzegach		
2691	164	Wyœmierzyce	mazowieckie	bia³obrzeski	Wyœmierzyce	9	Urz¹d Miasta i Gminy	26-811	ul. Mickiewicza 75	Urz¹d Miejski	w Wyœmierzycach	163	UMWyœmierzycach	Urz¹d Miejski w Wyœmierzycach		Urz¹d Miejski w Wyœmierzycach		
2242	165	Stromiec	mazowieckie	bia³obrzeski	Stromiec	10	Urz¹d Gminy	26-804	ul. Piaski 4	Urz¹d Gminy	Stromiec	163	UMStromiec	Urz¹d Gminy Stromiec		Urz¹d Gminy Stromiec		
72	166	Bia³obrzegi	mazowieckie	bia³obrzeski	Bia³obrzegi	9	Urz¹d Miasta i Gminy	26-800	Pl. Zygmunta Starego 9	Urz¹d Miasta i Gminy	Bia³obrzegi	163	UMBia³obrzegi	Urz¹d Miasta i Gminy Bia³obrzegi		Urz¹d Miasta i Gminy Bia³obrzegi		
1806	167	Promna	mazowieckie	bia³obrzeski	Promna	10	Urz¹d Gminy	26-803	Promna-Kolonia 5	Urz¹d Gminy w Promnie	z siedzib¹ w Promnie-Kolonii	163	UMPromnie	Urz¹d Gminy w Promnie	z siedzib¹ w Promnie-Kolonii	Urz¹d Gminy w Promnie z siedzib¹ w Promnie-Kolonii		
829	168	Karlino	zachodniopomorskie	bia³ogardzki	Karlino	9	Urz¹d Miasta i Gminy	78-230	Pl. Jana Paw³a II 6	Urz¹d Miejski	w Karlinie	169	UMKarlinie	Urz¹d Miejski w Karlinie		Urz¹d Miejski w Karlinie		
74	169	Bia³ogard	zachodniopomorskie	bia³ogardzki	Bia³ogard	4	Starostwo Powiatowe	78-200	ul. 1 Maja 18			0	SPBia³ogardzie	Starostwo Powiatowe w Bia³ogardzie		Starostwo Powiatowe w Bia³ogardzie	a21124036661111000043446955	
76	170	Bia³ogard	zachodniopomorskie	bia³ogardzki	Bia³ogard	8	Urz¹d Miasta	78-200	ul. 1 Maja 18	Urz¹d Miasta	Bia³ogard	169	UMBia³ogard	Urz¹d Miasta Bia³ogard		Urz¹d Miasta Bia³ogard		
2484	171	Tychowo	zachodniopomorskie	bia³ogardzki	Tychowo	8	Urz¹d Miasta	78-220	ul. Bobolicka 17	Urz¹d Miejski	w Tychowie	169	UMTychowie	Urz¹d Miejski w Tychowie		Urz¹d Miejski w Tychowie		
75	172	Bia³ogard	zachodniopomorskie	bia³ogardzki	Bia³ogard	10	Urz¹d Gminy	78-200	ul. Wileñska 8	Urz¹d Gminy	Bia³ogard	169	UMBia³ogard	Urz¹d Gminy Bia³ogard		Urz¹d Gminy Bia³ogard		
2729	173	Zawady	podlaskie	bia³ostocki	Zawady	10	Urz¹d Gminy	16-075	Pl. Wolnoœci 12	Urz¹d Gminy	Zawady	179	UMZawady	Urz¹d Gminy Zawady		Urz¹d Gminy Zawady		
1789	174	Poœwiêtne	podlaskie	bia³ostocki	Poœwiêtne	10	Urz¹d Gminy	18-112	Poœwietne 21	Urz¹d Gminy	Poœwiêtne	179	UMPoœwiêtne	Urz¹d Gminy Poœwiêtne		Urz¹d Gminy Poœwiêtne		
2693	175	Zab³udów	podlaskie	bia³ostocki	Zab³udów	9	Urz¹d Miasta i Gminy	16-060	Rynek 8	Urz¹d Miejski	w Zab³udowie	179	UMZab³udowie	Urz¹d Miejski w Zab³udowie		Urz¹d Miejski w Zab³udowie		
2289	176	Sura¿	podlaskie	bia³ostocki	Sura¿	9	Urz¹d Miasta i Gminy	18-105	ul. 11 Listopada 16	Urz¹d Miejski	w Sura¿u	179	UMSura¿u	Urz¹d Miejski w Sura¿u		Urz¹d Miejski w Sura¿u		
2479	177	Turoœñ Koœcielna	podlaskie	bia³ostocki	Turoœñ Koœcielna	10	Urz¹d Gminy	18-106	ul. Bia³ostocka 5	Urz¹d Gminy	Turoœñ Koœcielna	179	UMTuroœñ Koœcielna	Urz¹d Gminy Turoœñ Koœcielna		Urz¹d Gminy Turoœñ Koœcielna		
2535	178	Wasilków	podlaskie	bia³ostocki	Wasilków	9	Urz¹d Miasta i Gminy	16-010	ul. Bia³ostocka 7	Urz¹d Miejski	w Wasilkowie	179	UMWasilkowie	Urz¹d Miejski w Wasilkowie		Urz¹d Miejski w Wasilkowie		
82	179	Bia³ystok	podlaskie	bia³ostocki	Bia³ystok	4	Oœrodek geodezji	15-569	ul. Mickiewicza 3			0	PODGIKBia³ymstoku	Powiatowy Oœrodek Dokumentacji Geodezyjnej	i Kartograficznej w Bia³ymstoku	Powiatowy Oœrodek Dokumentacji Geodezyjnej - i Kartograficznej w Bia³ymstoku	a90102013320000100203855004	1
645	180	Gródek	podlaskie	bia³ostocki	Gródek	10	Urz¹d Gminy	16-040	ul. Chodkiewiczów 2	Urz¹d Gminy	Gródek	179	UMGródek	Urz¹d Gminy Gródek		Urz¹d Gminy Gródek		
285	181	Choroszcz	podlaskie	bia³ostocki	Choroszcz	9	Urz¹d Miasta i Gminy	16-070	ul. Dominikañska 2	Urz¹d Miejski	w Choroszczy	179	UMChoroszczy	Urz¹d Miejski w Choroszczy		Urz¹d Miejski w Choroszczy		
2288	182	Supraœl	podlaskie	bia³ostocki	Supraœl	9	Urz¹d Miasta i Gminy	16-030	ul. Pi³sudskiego 58	Urz¹d Miejski	w Supraœlu	179	UMSupraœlu	Urz¹d Miejski w Supraœlu		Urz¹d Miejski w Supraœlu		
1233	183	£apy	podlaskie	bia³ostocki	£apy	9	Urz¹d Miasta i Gminy	18-100	ul. Sikorskiego 24	Urz¹d Miejski	w £apach	179	UM£apach	Urz¹d Miejski w £apach		Urz¹d Miejski w £apach		
324	184	Czarna Bia³ostocka	podlaskie	bia³ostocki	Czarna Bia³ostocka	9	Urz¹d Miasta i Gminy	16-020	ul. Traugutta 2	Urz¹d Miejski	w Czarnej Bia³ostockiej	179	UMCzarnej Bia³ostockiej	Urz¹d Miejski w Czarnej Bia³ostockiej		Urz¹d Miejski w Czarnej Bia³ostockiej		
1340	185	Micha³owo	podlaskie	bia³ostocki	Micha³owo	8	Urz¹d Miasta	16-050	ul. Bia³ostocka 11	Urz¹d Miejski	w Micha³owie	179	UMMicha³owie	Urz¹d Miejski w Micha³owie		Urz¹d Miejski w Micha³owie		
2487	186	Tykocin	podlaskie	bia³ostocki	Tykocin	9	Urz¹d Miasta i Gminy	16-080	ul. 11 Listopada 8	Urz¹d Miejski	w Tykocinie	179	UMTykocinie	Urz¹d Miejski w Tykocinie		Urz¹d Miejski w Tykocinie		
429	187	Dobrzyniewo Du¿e	podlaskie	bia³ostocki	Dobrzyniewo Du¿e	10	Urz¹d Gminy	16-002	ul. Bia³ostocka 25	Urz¹d Gminy	Dobrzyniewo Du¿e	179	UMDobrzyniewo Du¿e	Urz¹d Gminy Dobrzyniewo Du¿e		Urz¹d Gminy Dobrzyniewo Du¿e		
796	188	Juchnowiec Koœcielny	podlaskie	bia³ostocki	Juchnowiec Koœcielny	10	Urz¹d Gminy	16-061	ul. Lipowa 10	Urz¹d Gminy	Juchnowiec Koœcielny	179	UMJuchnowiec Koœcielny	Urz¹d Gminy Juchnowiec Koœcielny		Urz¹d Gminy Juchnowiec Koœcielny		
99	189	Bieruñ	œl¹skie	bieruñsko-lêdziñski	Bieruñ	4	Starostwo Powiatowe	43-155	ul. œw. Kingi 1			0	SPBieruniu	Starostwo Powiatowe w Bieruniu		Starostwo Powiatowe w Bieruniu	a54105013991000002314592839	
739	190	Jasienica	œl¹skie	bielski	Jasienica	10	Urz¹d Gminy	43-385	Jasienica 159	Urz¹d Gminy	Jasienica	206	UMJasienica	Urz¹d Gminy Jasienica		Urz¹d Gminy Jasienica		
339	191	Czechowice-Dziedzice	œl¹skie	bielski	Czechowice-Dziedzice	9	Urz¹d Miasta i Gminy	43-502	Pl. Jana Paw³a II 1	Urz¹d Miejski	w Czechowicach-Dziedzicach	206	UMCzechowicach	Urz¹d Miejski w Czechowicach-Dziedzicach		Urz¹d Miejski w Czechowicach-Dziedzicach		
2598	192	Wilamowice	œl¹skie	bielski	Wilamowice	9	Urz¹d Miasta i Gminy	43-330	Rynek 1	Urz¹d Gminy	w Wilamowicach	206	UMWilamowicach	Urz¹d Gminy w Wilamowicach		Urz¹d Gminy w Wilamowicach		
172	193	Brañsk	podlaskie	bielski	Brañsk	10	Urz¹d Gminy	17-120	ul. Rynek 8	Urz¹d Gminy	Brañsk	202	UMBrañsk	Urz¹d Gminy Brañsk		Urz¹d Gminy Brañsk		
173	194	Brañsk	podlaskie	bielski	Brañsk	8	Urz¹d Miasta	17-120	ul. Rynek 8	Urz¹d Miasta	w Brañsku	202	UMBrañsku	Urz¹d Miasta w Brañsku		Urz¹d Miasta w Brañsku		
132	195	Boæki	podlaskie	bielski	Boæki	10	Urz¹d Gminy	17-111	Pl. Armii Krajowej 3	Urz¹d Gminy	Boæki	202	UMBoæki	Urz¹d Gminy Boæki		Urz¹d Gminy Boæki		
1978	196	Rudka	podlaskie	bielski	Rudka	10	Urz¹d Gminy	17-123	ul. Brañska 13	Urz¹d Gminy	Rudka	202	UMRudka	Urz¹d Gminy Rudka		Urz¹d Gminy Rudka		
95	197	Bielsk Podlaski	podlaskie	bielski	Bielsk Podlaski	8	Urz¹d Miasta	17-100	ul. Kopernika 1	Urz¹d Miasta	Bielsk Podlaski	202	UMBielsk Podlaski	Urz¹d Miasta Bielsk Podlaski		Urz¹d Miasta Bielsk Podlaski		
57	198	Bestwina	œl¹skie	bielski	Bestwina	10	Urz¹d Gminy	43-512	ul. Krakowska 111	Urz¹d Gminy	Bestwina	206	UMBestwina	Urz¹d Gminy Bestwina		Urz¹d Gminy Bestwina		
1002	199	Kozy	œl¹skie	bielski	Kozy	10	Urz¹d Gminy	43-340	ul. Krakowska 4	Urz¹d Gminy	Kozy	206	UMKozy	Urz¹d Gminy Kozy		Urz¹d Gminy Kozy		
213	200	Buczkowice	œl¹skie	bielski	Buczkowice	10	Urz¹d Gminy	43-374	ul. Lipowska 730	Urz¹d Gminy	Buczkowice	206	UMBuczkowice	Urz¹d Gminy Buczkowice		Urz¹d Gminy Buczkowice		
94	201	Bielsk Podlaski	podlaskie	bielski	Bielsk Podlaski	10	Urz¹d Gminy	17-100	ul. Mickiewicza 46	Urz¹d Gminy	Bielsk Podlaski	202	UMBielsk Podlaski	Urz¹d Gminy Bielsk Podlaski		Urz¹d Gminy Bielsk Podlaski		
93	202	Bielsk Podlaski	podlaskie	bielski	Bielsk Podlaski	4	Starostwo Powiatowe	17-100	ul. 11 Listopada 4			0	SPBielsku Podlaskim	Starostwo Powiatowe w Bielsku Podlaskim		Starostwo Powiatowe w Bielsku Podlaskim	a19806300010070070690200001	
1605	203	Orla	podlaskie	bielski	Orla	10	Urz¹d Gminy	17-106	ul. Mickiewicza 5	Urz¹d Gminy	Orla	202	UMOrla	Urz¹d Gminy Orla		Urz¹d Gminy Orla		
